u,g,r,i,z,gaia_g,bp,rp
17.6105,16.6236,16.3347,16.2432,16.2123,16.34231,16.59603,15.90606
17.341,16.5072,16.2068,16.1357,16.1267,16.2134,16.47051,15.79239
18.3558,17.3939,17.1284,17.0306,17.0068,17.09889,17.34365,16.701
18.3056,17.3409,16.9856,16.7935,16.7666,16.97456,17.28381,16.49483
17.3556,16.3374,15.9701,15.8213,15.7896,15.96673,16.25813,15.50165
16.5255,15.589,15.2756,15.1202,15.1048,15.25964,15.53408,14.81778
18.7561,17.8497,17.489,17.3169,17.2581,17.48156,17.78211,16.99011
16.589,15.7189,15.5103,15.4655,15.435,15.47275,15.68801,15.09291
17.3408,16.2404,15.7397,15.4955,15.3645,15.71507,16.10272,15.14047
18.5861,17.5121,16.9921,16.7661,16.6486,16.99119,17.36835,16.43733
17.2184,16.3055,16.0012,15.8595,15.8486,15.96953,16.22514,15.54772
16.9062,16.0568,15.7847,15.659,15.6539,15.76058,16.01632,15.3319
17.5094,16.6203,16.3267,16.2449,16.2434,16.31755,16.55392,15.91415
17.1898,16.1922,15.8372,15.6885,15.6108,15.8385,16.14838,15.35325
18.0029,17.0814,16.8231,16.748,16.7353,16.8167,17.06419,16.42337
16.6528,15.7368,15.4823,15.366,15.3392,15.44952,15.70051,15.03122
18.9365,17.9331,17.5581,17.4151,17.4041,17.5535,17.8423,17.09135
17.71209,16.38578,16.03237,15.92758,15.87029,16.04182,16.33632,15.59255
17.30174,16.36393,15.98404,15.81273,15.73116,15.97288,16.29963,15.48255
17.09802,16.07614,15.6331,15.47393,15.39647,15.64467,15.97701,15.13362
18.3755,17.4172,17.1259,17.0206,16.9984,17.12636,17.40204,16.71151
18.1153,17.1666,16.8406,16.7525,16.7069,16.85069,17.12289,16.41345
17.48262,16.22128,15.80695,15.66261,15.6304,15.82765,16.14833,15.3331
18.1299,17.0936,16.6583,16.4939,16.4183,16.68975,17.02047,16.1932
17.8835,16.9859,16.5915,16.4515,16.3955,16.62352,16.9264,16.14149
16.6341,15.7159,15.4057,15.3016,15.2714,15.39387,15.65645,14.969
18.6073,17.6,17.199,17.0381,16.9459,17.19295,17.54443,16.69773
17.9801,17.0352,16.6759,16.5671,16.5275,16.68447,16.97578,16.2223
18.0278,17.0898,16.8287,16.7102,16.6916,16.79429,17.04059,16.39276
17.4932,16.586,16.2369,16.1054,16.078,16.22808,16.50989,15.77379
17.5941,16.7194,16.4462,16.3602,16.3549,16.45224,16.69122,16.04899
17.6063,16.5932,16.2661,16.1618,16.1049,16.27134,16.55552,15.8133
17.7333,16.8158,16.4402,16.2994,16.2936,16.45398,16.7661,15.97916
17.8754,16.967,16.6878,16.5862,16.5278,16.67362,16.95147,16.22777
17.1486,16.1715,15.8678,15.7675,15.7539,15.87144,16.13737,15.43716
17.2141,16.3035,16.0394,15.954,15.9539,16.03314,16.26881,15.6286
17.9947,16.9901,16.6787,16.558,16.561,16.67434,16.94245,16.23503
17.1776,16.1763,15.846,15.7169,15.6894,15.84018,16.11079,15.39416
17.5342,16.6154,16.2925,16.2018,16.1816,16.29317,16.55846,15.86857
15.8054,14.9011,14.6996,14.6264,14.6228,14.67316,14.89026,14.29795
16.5386,15.6779,15.3496,15.2436,15.233,15.3335,15.58658,14.92714
17.2813,16.3618,16.0221,15.8731,15.8238,15.99867,16.28321,15.54523
17.6803,16.6551,16.2049,16.0271,15.9568,16.20337,16.52962,15.69074
17.4408,16.4942,16.0873,15.969,15.926,16.08358,16.36678,15.62695
16.9074,15.973,15.6545,15.5363,15.5291,15.6457,15.8993,15.22107
17.3178,16.3565,16.0596,15.9537,15.9377,16.05421,16.31975,15.62404
17.7087,16.8085,16.4937,16.382,16.3914,16.49805,16.76741,16.06816
17.8517,16.888,16.5658,16.4234,16.3957,16.55483,16.8345,16.10426
17.3457,16.3637,16.051,15.9482,15.9104,16.05036,16.31861,15.616
17.3624,16.4299,16.1774,16.0903,16.1086,16.16683,16.41006,15.7658
16.5933,15.6552,15.387,15.2556,15.2169,15.36039,15.62471,14.92601
17.931,17.0,16.6266,16.494,16.4568,16.63034,16.91979,16.1713
18.3783,17.3633,16.979,16.8398,16.7777,16.98957,17.28324,16.50585
17.22606,16.26853,15.94268,15.80802,15.75159,15.93129,16.20862,15.47967
16.693,15.8044,15.5541,15.4767,15.4647,15.53718,15.7642,15.13917
18.4715,17.5659,17.2642,17.145,17.134,17.26597,17.54815,16.82908
16.9879,15.9996,15.6419,15.5308,15.4642,15.63878,15.92733,15.17615
17.043,16.0844,15.7998,15.6483,15.6001,15.76563,16.04054,15.31878
17.3691,16.4262,15.9468,15.7601,15.6893,15.95842,16.30894,15.42792
16.686,15.7478,15.4243,15.293,15.3106,15.42814,15.68935,14.99409
18.1895,17.2748,17.0192,16.8916,16.8707,17.00368,17.26478,16.583
17.9908,17.0712,16.7895,16.7226,16.7153,16.78638,17.02931,16.38477
17.744,16.7704,16.4317,16.3121,16.2748,16.42311,16.70998,15.96953
17.3869,16.3825,16.0737,15.9673,15.9327,16.08906,16.34401,15.6429
18.1363,17.1943,16.9398,16.7822,16.7685,16.89832,17.15878,16.47816
17.9044,16.9661,16.6834,16.5862,16.5451,16.66279,16.9358,16.23669
17.6535,16.6798,16.3257,16.2004,16.1815,16.32089,16.60563,15.86706
17.7564,16.8518,16.6636,16.571,16.5527,16.62241,16.85607,16.25829
16.7805,15.8457,15.4964,15.4043,15.3635,15.49201,15.7603,15.04929
17.3378,16.3393,16.0217,15.8808,15.8508,16.01003,16.29708,15.54631
16.3479,15.4254,15.1832,15.0672,15.0597,15.15805,15.4017,14.74568
18.4065,17.5696,17.3602,17.2743,17.3062,17.33415,17.5593,16.96853
16.4544,15.5699,15.2616,15.1443,15.1116,15.24188,15.50245,14.81439
17.1649,16.2706,15.9612,15.8519,15.8482,15.94273,16.20639,15.50921
16.3769,15.4958,15.2631,15.1726,15.1351,15.23368,15.47374,14.83498
16.4658,15.5106,15.174,15.0656,15.0409,15.16101,15.42532,14.71368
18.8721,17.8638,17.474,17.3478,17.2531,17.47973,17.79207,17.00641
16.8177,15.8798,15.5715,15.4609,15.4529,15.55851,15.81794,15.13109
18.6039,17.5889,17.2669,17.1136,17.0525,17.24525,17.55836,16.79362
16.3773,15.4306,15.121,14.9906,14.9468,15.10082,15.37672,14.65273
17.6088,16.6931,16.3965,16.278,16.2698,16.39325,16.65164,15.96816
17.22502,16.25876,15.836,15.66606,15.59635,15.84073,16.15824,15.33077
17.3898,16.4211,16.0152,15.8576,15.818,16.00504,16.31777,15.51807
16.43911,15.26945,14.84341,14.70291,14.66504,14.8657,15.19088,14.36725
16.92068,15.97659,15.61136,15.47362,15.41341,15.6049,15.89856,15.13465
17.0981,16.0712,15.6986,15.5495,15.5087,15.67885,15.98272,15.20157
17.2951,16.309,15.923,15.7405,15.6814,15.90835,16.23876,15.41496
18.0797,17.1839,16.896,16.7979,16.7619,16.87734,17.114,16.46491
17.5515,16.5861,16.2078,16.0727,16.0095,16.2058,16.50484,15.73159
18.1413,17.1838,16.9453,16.8676,16.8681,16.94109,17.17715,16.54369
18.2674,17.3634,17.0315,16.8669,16.8391,17.00835,17.27801,16.56904
17.8496,16.9362,16.6207,16.4921,16.4766,16.61671,16.88695,16.186
16.4243,15.5832,15.3003,15.2118,15.2118,15.29051,15.54442,14.86914
17.9819,17.032,16.6227,16.4769,16.416,16.63367,16.94047,16.14745
16.9433,16.0499,15.7026,15.545,15.5362,15.69667,15.97978,15.23829
17.6837,16.7927,16.5541,16.4632,16.445,16.53411,16.77289,16.13906
17.06533,16.10818,15.79609,15.64782,15.61714,15.78251,16.06937,15.31829
17.4322,16.4837,16.22,16.0605,16.0862,16.19039,16.45991,15.75663
17.1317,16.2591,15.9474,15.8011,15.8378,15.95232,16.20852,15.52899
17.4405,16.4905,16.1825,16.0778,16.063,16.17875,16.4547,15.74717
17.4186,16.456,16.1947,16.0328,15.9944,16.13144,16.40892,15.686
16.90862,15.74792,15.32571,15.20597,15.13355,15.3637,15.68518,14.86961
17.2215,16.2913,16.0087,15.9343,15.9141,16.00406,16.26187,15.58935
16.5294,15.6935,15.3891,15.2941,15.3303,15.38441,15.62218,14.98076
17.7547,16.8223,16.5308,16.4012,16.3617,16.5065,16.77995,16.06397
16.1647,15.2509,14.9963,14.8863,14.8831,14.96326,15.20919,14.55489
18.3713,17.3951,17.0926,17.0025,16.9477,17.10019,17.38474,16.68126
18.2081,17.255,16.9903,16.897,16.8944,16.9902,17.24311,16.59077
18.09281,17.07407,16.71754,16.54839,16.48707,16.70025,17.01367,16.20637
17.6166,16.6913,16.3484,16.2062,16.1563,16.33736,16.6242,15.88456
18.0934,17.178,16.8806,16.7991,16.7884,16.87372,17.12882,16.47015
16.4805,15.5222,15.2398,15.1347,15.1444,15.22559,15.48008,14.80147
17.8445,16.9084,16.6006,16.4843,16.4556,16.59825,16.86684,16.15954
17.3804,16.3754,16.0531,15.9396,15.8768,16.04067,16.3074,15.60579
18.1688,17.1852,16.8097,16.6821,16.6194,16.82008,17.11826,16.36627
17.6573,16.7931,16.5038,16.3764,16.3634,16.50098,16.76546,16.06232
18.1489,17.1591,16.8511,16.6967,16.6822,16.84432,17.14095,16.37551
16.5616,15.6723,15.2764,15.0981,15.0299,15.25156,15.56619,14.75692
17.9889,17.0477,16.7217,16.5509,16.4745,16.6752,16.97637,16.20628
17.0276,16.1453,15.8616,15.7802,15.7573,15.85332,16.10656,15.43174
17.5548,16.6656,16.3584,16.2811,16.263,16.36812,16.62381,15.948
17.0968,16.1384,15.7964,15.6923,15.6717,15.80408,16.07715,15.35664
17.6065,16.7175,16.3928,16.2578,16.221,16.37575,16.65538,15.92983
17.8594,16.8943,16.5297,16.4208,16.3274,16.53366,16.82237,16.06629
17.7787,16.8645,16.5438,16.4363,16.4232,16.5438,16.80164,16.11768
15.62344,14.63993,14.28635,14.19644,14.19548,14.29289,14.57101,13.84799
17.0426,16.0874,15.7329,15.622,15.5798,15.74732,16.03116,15.30151
17.3574,16.4293,16.1104,15.9952,15.9477,16.10734,16.37971,15.66765
17.81804,16.8352,16.52054,16.37382,16.33076,16.50087,16.7826,16.02959
17.7754,16.839,16.545,16.4287,16.39,16.52758,16.79606,16.10817
17.7044,16.7981,16.5193,16.4179,16.3906,16.50814,16.76724,16.08634
18.1151,17.1922,16.8802,16.7731,16.7419,16.88473,17.1539,16.46804
17.6195,16.6529,16.3061,16.1869,16.1325,16.309,16.59289,15.85799
18.2607,17.3479,17.0106,16.847,16.8241,17.00354,17.29753,16.54623
18.72456,17.58351,17.3511,17.24019,17.25858,17.16165,17.33637,16.79351
18.2821,17.3072,16.9305,16.7882,16.7465,16.9301,17.24021,16.45378
17.3939,16.5563,16.2337,16.093,16.017,16.18975,16.47836,15.73301
17.8989,16.9866,16.6855,16.5713,16.5445,16.68921,16.94569,16.26362
17.7244,16.7386,16.4046,16.282,16.2794,16.41039,16.69367,15.96534
16.1376,15.1515,14.7579,14.6011,14.603,14.76965,15.06781,14.30064
18.0012,17.019,16.6252,16.4528,16.3753,16.66614,16.94877,16.12381
18.0049,17.0949,16.771,16.6745,16.6495,16.75891,17.02898,16.33388
17.3768,16.4004,16.0585,15.9361,15.927,16.05545,16.33562,15.61344
17.825,16.8785,16.5665,16.4719,16.4691,16.56287,16.82465,16.12603
17.2224,16.2544,15.942,15.8475,15.8344,15.96124,16.22083,15.52784
17.8097,16.9284,16.6111,16.5021,16.4492,16.60806,16.88081,16.16466
17.4123,16.4107,16.0108,15.8473,15.7589,16.00538,16.31932,15.50788
17.0237,16.0785,15.7424,15.6222,15.5834,15.73477,16.01176,15.29285
17.2472,16.3246,15.961,15.8182,15.7729,15.93788,16.22708,15.47406
17.0729,16.1733,15.8348,15.7263,15.6966,15.82985,16.10214,15.39791
18.0035,17.0129,16.7254,16.6048,16.5685,16.68699,16.96334,16.25339
17.1324,16.1344,15.8139,15.6996,15.6797,15.8059,16.07653,15.37841
17.7055,16.7853,16.4139,16.2437,16.221,16.39869,16.69242,15.92001
17.2167,16.271,15.9236,15.7843,15.7559,15.90412,16.18723,15.44625
17.2381,16.2515,15.9171,15.7307,15.6883,15.89295,16.19373,15.41355
15.883,14.9641,14.6282,14.4759,14.4709,14.62377,14.90432,14.16991
16.866,15.906,15.5887,15.4881,15.4723,15.5961,15.87221,15.15846
19.0359,18.1286,17.8103,17.7061,17.6753,17.79395,18.08133,17.38494
17.8518,16.9663,16.7399,16.6358,16.5912,16.70998,16.96608,16.30504
18.2228,17.2955,16.9726,16.8591,16.8267,16.96991,17.26842,16.52517
16.2995,15.3902,15.0991,14.9835,14.9939,15.08408,15.35144,14.64613
16.5069,15.5409,15.2452,15.183,15.1313,15.24269,15.49035,14.82632
19.055,18.0878,17.7922,17.7111,17.7263,17.79501,18.05563,17.39609
17.7964,16.9597,16.6859,16.5601,16.5326,16.65325,16.90915,16.24142
16.5551,15.6332,15.2643,15.1644,15.1074,15.26199,15.54053,14.815
17.5527,16.6738,16.4671,16.3847,16.4006,16.43999,16.66325,16.06306
17.7388,16.8136,16.5712,16.4727,16.4729,16.55754,16.79975,16.1513
16.8939,15.9544,15.6149,15.5116,15.4539,15.59108,15.86776,15.14157
16.6057,15.6656,15.3081,15.1911,15.1521,15.29358,15.57342,14.84145
17.7461,16.8664,16.6143,16.5446,16.5262,16.58761,16.81405,16.21274
17.2369,16.3334,16.0591,15.9477,15.9635,16.0414,16.27809,15.64323
15.7002,14.8457,14.5614,14.421,14.4048,14.52563,14.79779,14.07839
17.5595,16.5887,16.2574,16.1328,16.0922,16.26292,16.54023,15.81982
18.4446,17.4474,17.1176,17.0119,16.9548,17.12403,17.3993,16.67227
16.5604,15.7342,15.4663,15.3922,15.3391,15.45759,15.70494,15.03912
16.3267,15.382,15.0966,14.9957,14.957,15.07695,15.33687,14.65259
18.2837,17.3176,16.9666,16.8269,16.7748,16.95735,17.25338,16.5031
18.1054,17.157,16.8408,16.7089,16.6507,16.82897,17.09965,16.39288
15.5585,14.5788,14.2623,14.1552,14.0841,14.2483,14.51867,13.8217
16.1269,15.1521,14.8125,14.7041,14.6732,14.80189,15.08178,14.35838
17.7209,16.7915,16.3869,16.1968,16.162,16.39143,16.70748,15.90908
17.0335,16.1309,15.8519,15.7124,15.7248,15.81454,16.07537,15.38142
17.0588,16.0859,15.7299,15.587,15.5415,15.72179,16.02126,15.26343
18.2291,17.2971,16.946,16.8514,16.7955,16.94798,17.25007,16.48489
17.3903,16.4312,16.1558,16.036,16.0065,16.14393,16.40701,15.72247
16.40157,15.40197,15.06271,14.95242,14.94091,15.06792,15.34742,14.62354
17.3015,16.379,15.9723,15.7777,15.7195,15.95983,16.28684,15.45054
17.6687,16.7492,16.4553,16.3392,16.303,16.43937,16.695,16.01775
17.0785,16.1409,15.7319,15.5395,15.5588,15.74257,16.06832,15.24008
17.7542,16.7558,16.4601,16.3547,16.3209,16.45997,16.72844,16.02946
16.9315,16.0283,15.7709,15.6578,15.6611,15.75618,16.01085,15.3338
16.575,15.726,15.4184,15.3193,15.2643,15.3994,15.66459,14.96242
17.276,16.3868,16.0889,16.0114,15.9793,16.0913,16.34616,15.66863
15.6801,14.7417,14.3627,14.2244,14.2046,14.36241,14.66254,13.88733
17.8204,16.9313,16.6565,16.5929,16.5344,16.66101,16.91234,16.2515
18.004,17.0258,16.6579,16.5246,16.5738,16.66677,16.92069,16.2346
17.7239,16.745,16.392,16.3004,16.2498,16.40779,16.7002,15.96471
17.4301,16.6058,16.2709,16.1414,16.1237,16.26244,16.52242,15.81917
16.82858,15.78081,15.37018,15.22658,15.1238,15.36094,15.6862,14.85717
16.3913,15.4531,15.1947,15.1455,15.129,15.21157,15.45133,14.80414
17.959,17.0354,16.7358,16.6373,16.635,16.74073,16.99823,16.31263
17.72147,16.67768,16.25893,16.06303,16.01261,16.23891,16.57969,15.72333
16.7854,15.9303,15.7215,15.6284,15.6208,15.70948,15.93601,15.31903
17.62141,16.72955,16.44835,16.36258,16.33781,16.44106,16.69463,16.03138
16.7325,15.7536,15.3504,15.1993,15.1481,15.35349,15.67049,14.86563
17.1872,16.1936,15.8759,15.7925,15.7201,15.883,16.15016,15.44839
18.0233,17.0407,16.7275,16.6111,16.5838,16.72598,16.99977,16.29423
17.8423,16.8829,16.4828,16.3364,16.3052,16.4907,16.79348,16.02434
18.1395,17.2452,16.9311,16.8044,16.7773,16.92671,17.19592,16.50791
17.9992,17.1077,16.7295,16.6173,16.5679,16.7375,17.02535,16.26441
18.53803,17.51778,17.12761,16.98014,16.90728,17.1088,17.40822,16.63251
17.987,17.0097,16.6763,16.5765,16.5622,16.6788,16.94631,16.26315
17.2377,16.3882,16.1586,16.021,16.0094,16.11357,16.34532,15.70335
17.8125,16.9365,16.604,16.4816,16.4218,16.59229,16.87086,16.15547
17.0865,16.1432,15.8134,15.6864,15.6396,15.79676,16.08224,15.34439
18.8109,17.8213,17.493,17.375,17.3947,17.49407,17.79235,17.05702
17.2938,16.3948,16.0685,15.9693,15.9684,16.07114,16.32202,15.66126
17.8339,16.927,16.6614,16.5564,16.5454,16.65456,16.89769,16.24682
18.2489,17.254,16.8392,16.6687,16.5779,16.83967,17.16044,16.33761
18.3066,17.3784,17.0893,16.9844,16.9564,17.08476,17.34327,16.67307
17.1305,16.1549,15.8365,15.7587,15.7044,15.83456,16.11329,15.3883
17.6295,16.6749,16.4099,16.296,16.3013,16.399,16.65203,15.98726
16.8283,15.8935,15.5722,15.4869,15.4525,15.59046,15.84954,15.16866
17.4859,16.5603,16.2881,16.188,16.1694,16.27411,16.52949,15.87084
17.6674,16.6872,16.3955,16.2591,16.2446,16.37336,16.64067,15.93789
17.9048,16.9986,16.7695,16.6527,16.6374,16.75002,16.97963,16.36135
16.5565,15.6506,15.3362,15.2046,15.2011,15.33624,15.61185,14.88762
17.692,16.7224,16.3683,16.2191,16.1642,16.36446,16.65675,15.89072
17.3117,16.2737,15.8949,15.7718,15.7472,15.89332,16.18139,15.44829
17.8769,16.9522,16.6739,16.5585,16.5489,16.66591,16.9244,16.24868
16.8913,15.8995,15.5743,15.4478,15.4379,15.57188,15.85166,15.12738
17.2361,16.2594,15.9081,15.7746,15.7604,15.90442,16.19112,15.44732
17.6735,16.7497,16.5234,16.4105,16.3632,16.49259,16.75326,16.06525
17.9517,17.0388,16.6834,16.5673,16.5303,16.68135,16.96778,16.2373
17.6075,16.7154,16.506,16.4289,16.4511,16.47194,16.69641,16.09928
18.4838,17.5316,17.2001,17.0811,17.0579,17.19566,17.47311,16.76022
17.0387,16.0268,15.7276,15.6245,15.5874,15.71744,15.97644,15.30025
17.7219,16.7291,16.4139,16.3135,16.2745,16.4116,16.68503,15.97534
17.4238,16.4446,16.066,15.9446,15.8999,16.06855,16.36424,15.61313
17.8926,16.9316,16.6663,16.6002,16.5624,16.66773,16.93074,16.25212
18.2608,17.2873,16.9012,16.7486,16.6709,16.901,17.23555,16.40284
16.9876,16.1199,15.8191,15.7281,15.7136,15.80532,16.05259,15.39436
17.4434,16.4554,16.172,16.0505,16.0324,16.16172,16.41856,15.72968
17.3355,16.342,16.0386,15.8839,15.852,16.00468,16.28383,15.55244
17.4171,16.4337,16.1032,15.972,15.9303,16.09305,16.37687,15.63956
18.0373,17.0915,16.6759,16.4808,16.432,16.66786,16.98069,16.18547
17.2415,16.3186,15.9946,15.9178,15.8893,16.00113,16.25316,15.57614
16.5517,15.5367,15.181,15.0432,15.02,15.17438,15.47035,14.70704
16.5628,15.7708,15.5012,15.3852,15.377,15.46974,15.71854,15.05678
17.3327,16.4392,16.1581,16.0508,16.0344,16.14261,16.39703,15.72602
16.7578,15.7963,15.5141,15.3921,15.3664,15.50222,15.76665,15.06949
17.2227,16.1577,15.6979,15.5202,15.4456,15.71122,16.04881,15.19818
16.6863,15.8142,15.6272,15.555,15.5426,15.58672,15.80609,15.2092
16.5206,15.5756,15.261,15.1651,15.1629,15.24962,15.50062,14.82922
16.8328,15.9409,15.6672,15.5876,15.5775,15.66063,15.90723,15.24813
16.8799,15.9231,15.645,15.5714,15.5491,15.6236,15.87311,15.21141
16.9428,15.9154,15.5062,15.3434,15.298,15.51492,15.83164,15.01949
16.9485,16.073,15.8156,15.7158,15.7102,15.79072,16.02905,15.3906
17.8423,16.968,16.7213,16.6692,16.7038,16.72212,16.96141,16.3292
16.5061,15.5218,15.1932,15.0509,15.0238,15.18367,15.4659,14.72875
17.1721,16.2052,15.807,15.7033,15.6408,15.79862,16.08343,15.34124
16.2712,15.3562,15.0256,14.8898,14.8963,15.02044,15.29701,14.57222
17.4901,16.5025,16.1979,16.1078,16.0824,16.20152,16.45707,15.77713
16.4625,15.5023,15.1164,14.9721,14.9167,15.10985,15.41827,14.62348
18.3777,17.3852,17.061,16.9293,16.8719,17.05504,17.33988,16.60538
16.7364,15.7796,15.4764,15.359,15.3575,15.46713,15.72416,15.0452
17.0486,16.0691,15.7646,15.6431,15.6342,15.75365,16.01875,15.32298
17.2987,16.2969,15.8934,15.7888,15.7569,15.91623,16.22228,15.45032
16.8261,15.8506,15.5105,15.4183,15.3654,15.5243,15.80189,15.07868
17.9474,17.0337,16.7501,16.6687,16.6256,16.7606,17.02574,16.33842
16.6696,15.7937,15.5073,15.4216,15.447,15.49665,15.72574,15.10221
16.6725,15.8012,15.5138,15.3968,15.4053,15.50764,15.77758,15.11443
16.7059,15.7901,15.544,15.3786,15.4183,15.51094,15.75839,15.09958
17.8044,16.9094,16.7197,16.6312,16.6154,16.68424,16.91445,16.30828
16.8716,15.9618,15.7178,15.6468,15.6686,15.71535,15.95045,15.32328
17.3397,16.3132,15.9818,15.8766,15.8303,15.98639,16.2576,15.5517
18.837,17.7796,17.3867,17.2238,17.1308,17.38969,17.6924,16.91699
17.016,16.1105,15.834,15.7531,15.7567,15.83058,16.07471,15.42936
16.8731,15.8929,15.5202,15.4561,15.4206,15.54098,15.81227,15.10417
18.261,17.3188,16.9995,16.8921,16.8327,16.9965,17.2545,16.55319
17.6405,16.6327,16.3103,16.1965,16.1778,16.33611,16.58099,15.86456
18.1269,17.1972,16.8486,16.742,16.6501,16.83293,17.11321,16.38828
17.4977,16.6207,16.3403,16.2519,16.2397,16.33216,16.58466,15.92499
18.6038,17.5898,17.2263,17.1057,17.0685,17.22993,17.53777,16.7775
17.70113,16.76742,16.4997,16.41133,16.43419,16.50662,16.77102,16.09324
16.7589,15.8337,15.5044,15.3932,15.3639,15.51547,15.78933,15.06809
17.6987,16.7882,16.4918,16.3849,16.3547,16.49678,16.77444,16.06677
18.1253,17.0967,16.6977,16.5819,16.502,16.70756,17.01192,16.22802
17.83002,16.82914,16.51708,16.38778,16.33777,16.4956,16.76804,16.05344
17.8051,16.8232,16.5206,16.3917,16.3485,16.50706,16.78002,16.06486
16.9759,16.0428,15.7089,15.5838,15.536,15.69794,15.98654,15.24088
18.42082,17.16248,16.67542,16.46931,16.35826,16.66866,17.05214,16.11293
17.6654,16.6698,16.3383,16.1835,16.1703,16.32503,16.61679,15.85758
18.4239,17.4574,17.1711,17.1111,17.1096,17.20162,17.48101,16.77728
16.8284,15.7275,15.3207,15.1584,15.0416,15.30429,15.63806,14.78978
17.5662,16.6476,16.3701,16.2544,16.2001,16.3418,16.60451,15.91378
18.1233,17.1862,16.8965,16.8336,16.8118,16.92264,17.17875,16.53237
18.3499,17.422,17.1666,17.0729,17.0402,17.1558,17.38693,16.74991
18.3239,17.3953,17.041,16.9161,16.8805,17.03122,17.29263,16.59867
17.4704,16.5659,16.2709,16.1696,16.1291,16.26154,16.52377,15.8401
17.8517,16.8799,16.5979,16.552,16.5178,16.61444,16.85578,16.20991
16.9167,15.9764,15.7288,15.6051,15.6144,15.69901,15.94468,15.29507
17.7953,16.8983,16.6859,16.6172,16.5799,16.65946,16.89044,16.26487
17.3801,16.3951,16.072,15.9339,15.8924,16.06163,16.34785,15.6029
16.5797,15.7288,15.3685,15.2304,15.1953,15.36878,15.6558,14.90914
17.4581,16.5338,16.2876,16.2143,16.2111,16.28661,16.51892,15.90118
17.8818,16.9737,16.6897,16.5537,16.5159,16.66123,16.93166,16.23567
17.981,17.1053,16.8821,16.821,16.8226,16.85914,17.07977,16.48868
17.8519,16.9226,16.6583,16.5719,16.5482,16.65168,16.90329,16.24851
16.0579,15.1775,14.8963,14.7717,14.7557,14.87416,15.13365,14.44986
16.6368,15.7562,15.3842,15.2057,15.1973,15.3825,15.68403,14.90773
17.7552,16.8754,16.5753,16.4533,16.4133,16.55173,16.82154,16.11967
17.9253,16.9468,16.5624,16.4398,16.4039,16.57203,16.86867,16.10599
18.0265,17.0993,16.7266,16.5685,16.535,16.71408,17.03433,16.22794
16.90983,15.96473,15.67439,15.55379,15.52631,15.66134,15.93481,15.21743
17.35091,16.39065,16.03843,15.90209,15.83919,16.02064,16.30655,15.56309
18.0709,17.116,16.7781,16.6546,16.576,16.76879,17.06864,16.30865
17.2113,16.3528,16.0617,15.9793,15.9785,16.06078,16.31034,15.64924
18.115,17.1138,16.8115,16.6894,16.6884,16.80551,17.08742,16.36583
17.1856,16.2291,15.9648,15.8534,15.8269,15.94531,16.19407,15.52419
17.4049,16.4035,16.0664,15.9339,15.9104,16.05763,16.33587,15.6117
18.0391,17.10504,16.79741,16.6716,16.65459,16.78056,17.05963,16.33328
17.42937,16.32976,16.28969,16.32336,16.36681,16.24738,16.38453,16.00676
17.6401,16.7204,16.5004,16.4166,16.4262,16.48026,16.71246,16.09524
16.9597,16.056,15.8497,15.7731,15.7633,15.83672,16.07537,15.44358
16.968,16.0785,15.7811,15.735,15.7304,15.76717,16.00832,15.36699
18.8858,18.021,17.6877,17.5471,17.5225,17.67945,17.95764,17.2374
17.55275,16.37209,15.82415,15.60041,15.48537,15.82924,16.21827,15.25938
18.0885,17.113,16.8524,16.7827,16.7975,16.84443,17.08208,16.46076
17.40586,16.36553,16.48826,16.58647,16.68905,16.38554,16.45143,16.28184
16.2809,15.4138,15.1193,15.0185,15.0357,15.09635,15.33755,14.68884
17.6524,16.7055,16.4528,16.3524,16.337,16.436,16.68416,16.02207
18.5226,17.495,17.1252,16.9725,16.9183,17.1231,17.44155,16.64923
17.98886,16.97778,16.66275,16.53136,16.53032,16.65563,16.95746,16.20978
17.9133,16.9256,16.5555,16.407,16.3846,16.55172,16.84481,16.08784
17.29589,16.27288,15.93441,15.77337,15.73321,15.91395,16.21079,15.44753
17.0684,16.0627,15.726,15.589,15.5528,15.71094,15.99833,15.25969
17.3256,16.4318,16.0996,16.0032,15.9849,16.10052,16.37125,15.67446
17.5,16.5289,16.1697,16.0483,15.9826,16.21376,16.4433,15.67759
17.576,16.6117,16.3102,16.1588,16.1744,16.27846,16.5359,15.85235
16.3298,15.3643,15.0577,14.9841,14.977,15.07451,15.3207,14.67194
16.8385,15.9067,15.6187,15.5477,15.5465,15.63648,15.87014,15.23717
17.9149,16.9422,16.6037,16.4571,16.4114,16.59703,16.88702,16.13196
17.3775,16.4548,16.0653,15.9515,15.8963,16.09501,16.37126,15.61218
16.9076,15.95,15.6029,15.5025,15.4841,15.60965,15.89562,15.15294
16.5265,15.531,15.1186,14.9369,14.904,15.10622,15.42755,14.6103
16.8421,15.9395,15.6812,15.5685,15.5747,15.66047,15.90802,15.25065
17.02379,15.8218,15.55123,15.41976,15.39305,15.56956,15.8514,15.11718
16.76939,15.77934,15.4909,15.39225,15.36896,15.48364,15.7469,15.05455
17.1311,16.2332,15.8384,15.7128,15.6493,15.84855,16.14368,15.38045
17.9809,16.9994,16.7271,16.6133,16.6118,16.72116,16.97117,16.29557
16.8322,15.8186,15.4208,15.2805,15.2267,15.42855,15.72185,14.95999
17.9034,16.9198,16.5696,16.4213,16.3516,16.54957,16.84898,16.08886
