u,g,r,i,z,gaia_g,bp,rp
17.9647,16.8991,16.5113,16.3567,16.3036,16.50736,16.82679,16.02932
17.2482,16.3368,16.0247,15.9359,15.9296,16.02213,16.2787,15.59745
17.5683,16.6493,16.4085,16.3231,16.3201,16.40688,16.65233,16.01054
17.3019,16.3972,16.1912,16.0821,16.0924,16.1515,16.37607,15.77306
16.5496,15.6194,15.3346,15.2164,15.2178,15.30598,15.5614,14.886
18.1463,17.272,16.9761,16.8379,16.8348,16.95882,17.22955,16.52753
16.9226,15.887,15.4687,15.3144,15.2414,15.45656,15.77726,14.95784
17.3274,16.4184,16.2087,16.1152,16.0957,16.1844,16.41283,15.78344
17.9912,17.0174,16.705,16.5894,16.5798,16.70188,16.98339,16.25288
16.71925,15.71611,15.43438,15.3024,15.28577,15.41635,15.67877,14.98032
16.5545,15.5983,15.2228,15.0913,15.0447,15.22142,15.52331,14.74547
17.4023,16.4356,16.1778,16.0656,16.0563,16.15822,16.41433,15.74388
17.15589,16.2243,15.94587,15.85239,15.83707,15.93114,16.17919,15.53143
17.5563,16.641,16.3265,16.236,16.2326,16.3239,16.58753,15.8944
18.0198,17.1344,16.823,16.7348,16.6821,16.82298,17.07376,16.41113
17.9418,16.9436,16.5762,16.4433,16.417,16.58194,16.88802,16.12905
17.5132,16.6173,16.3248,16.2817,16.2517,16.3374,16.57489,15.93607
17.7043,16.7598,16.521,16.4195,16.4028,16.49973,16.74532,16.09295
18.3683,17.4626,17.1413,17.0304,17.0274,17.14654,17.40856,16.70116
16.1849,15.3209,15.0602,14.9891,15.0104,15.03568,15.26913,14.64449
17.7011,16.7066,16.3907,16.2846,16.2685,16.38954,16.66747,15.95752
16.3595,15.4143,15.09,14.9439,14.8955,15.06914,15.34941,14.61368
17.1421,16.3133,15.982,16.002,15.9154,16.00465,16.25242,15.58592
17.6988,16.6601,16.2065,16.0277,15.9506,16.22408,16.55581,15.7216
18.1077,17.1165,16.7689,16.6544,16.6216,16.76181,17.03631,16.33372
17.945,17.0013,16.6725,16.5041,16.4734,16.65791,16.94783,16.1888
17.8258,16.9055,16.6402,16.5683,16.5592,16.62511,16.86725,16.21839
16.6431,15.6346,15.28,15.1339,15.1221,15.27925,15.57181,14.81759
17.9274,16.9065,16.5776,16.4297,16.3549,16.54328,16.84167,16.07297
16.8257,15.8232,15.4793,15.3441,15.2989,15.48074,15.76335,15.00908
17.2947,16.3682,16.1369,16.0303,16.0413,16.13564,16.38145,15.72793
17.4689,16.5027,16.1654,16.0738,16.0473,16.18239,16.45374,15.75839
17.5996,16.7202,16.5136,16.401,16.4279,16.48877,16.72174,16.09562
16.9714,16.07,15.821,15.7232,15.7236,15.79729,16.035,15.39771
17.5722,16.7107,16.4151,16.3435,16.2786,16.43219,16.69177,16.00583
18.144,17.1878,16.8367,16.6683,16.6482,16.82692,17.1347,16.36401
16.4627,15.4888,15.1132,14.9889,14.9468,15.1058,15.40036,14.64118
18.0087,17.0443,16.6878,16.5387,16.523,16.68336,16.97523,16.21417
18.2921,17.273,16.9211,16.7845,16.7505,16.93801,17.23938,16.47059
17.8926,16.9891,16.6902,16.5622,16.5603,16.68036,16.94263,16.26778
17.4536,16.5882,16.3167,16.1852,16.1582,16.29297,16.55354,15.87693
16.5275,15.5681,15.2424,15.1372,15.1125,15.23308,15.49453,14.80513
16.8745,15.9266,15.6021,15.4973,15.4657,15.58871,15.86433,15.15082
18.1578,17.1782,16.795,16.6647,16.6059,16.79331,17.07336,16.3394
16.283,15.3532,15.1004,14.9946,15.027,15.07545,15.30188,14.68982
17.4275,16.3742,15.9314,15.728,15.6656,15.91017,16.26496,15.37991
17.174,16.2186,15.8382,15.6741,15.6658,15.83276,16.13905,15.35616
17.6848,16.7314,16.3835,16.2312,16.1844,16.38021,16.6747,15.9207
17.7891,16.8874,16.6013,16.5003,16.466,16.58198,16.829,16.18168
17.0761,16.1506,15.789,15.6698,15.6494,15.78456,16.05727,15.34595
16.9112,15.9567,15.5776,15.4276,15.3521,15.57805,15.88379,15.09183
17.8683,16.9756,16.6987,16.5952,16.5802,16.70466,16.96193,16.28423
17.7056,16.7815,16.4526,16.2985,16.3164,16.43689,16.71395,16.01039
17.69736,16.82722,16.51035,16.421,16.3606,16.50831,16.78639,16.06921
17.8883,16.9881,16.6576,16.5382,16.5004,16.65875,16.93024,16.2162
16.8703,15.8984,15.6174,15.5507,15.5625,15.61594,15.84607,15.22027
17.0653,16.1082,15.7961,15.6478,15.6171,15.78251,16.06937,15.31829
18.85025,17.50647,17.60394,17.77294,17.80273,17.55172,17.62429,17.4219
18.2012,17.3384,17.0135,16.8545,16.7886,16.98078,17.26698,16.53273
17.497,16.5995,16.3126,16.1891,16.1433,16.29569,16.55756,15.86503
19.06902,17.90972,17.33234,16.99192,16.72733,17.03792,17.5711,16.36192
17.5761,16.6613,16.3663,16.2725,16.2532,16.35395,16.60817,15.94066
17.938,16.9731,16.6093,16.4538,16.4179,16.59021,16.89404,16.12043
16.9316,16.0548,15.7756,15.6596,15.6345,15.74935,15.99866,15.32874
16.92022,15.23846,14.62241,14.40001,14.35289,14.66427,15.08545,14.07477
17.3862,16.4508,16.0495,15.9148,15.8543,16.06093,16.37175,15.58644
17.1619,16.1634,15.7845,15.6692,15.6041,15.78625,16.08007,15.32795
15.68,14.7704,14.4947,14.4144,14.4035,14.49757,14.74112,14.08462
18.6099,17.6214,17.2711,17.1558,17.1012,17.2729,17.58289,16.82708
16.628,15.6454,15.2346,15.0925,15.0379,15.24722,15.55976,14.75489
16.5286,15.6502,15.3519,15.2341,15.2409,15.34197,15.60178,14.92004
17.691,16.7575,16.4706,16.337,16.342,16.45379,16.7208,16.02521
17.0283,16.0469,15.746,15.6235,15.5896,15.72418,15.99213,15.28916
17.3471,16.4604,16.0517,15.9199,15.885,16.07368,16.37053,15.6021
17.9944,17.0743,16.7624,16.6715,16.597,16.74914,17.01944,16.32324
16.2182,15.333,15.0548,14.9578,14.9523,15.04141,15.28375,14.63804
17.587,16.6632,16.3873,16.2645,16.2942,16.37446,16.62826,15.95627
15.91133,14.89425,14.52229,14.38306,14.35924,14.51752,14.79666,14.06095
17.2277,16.3785,16.1223,16.0576,16.0447,16.11897,16.36417,15.72023
17.4439,16.564,16.2874,16.1585,16.1707,16.27032,16.51938,15.84894
16.9135,16.0073,15.6274,15.4964,15.4346,15.63363,15.93848,15.16011
17.3274,16.4003,16.071,15.9528,15.9686,16.06203,16.32612,15.62903
18.0413,17.1806,16.9081,16.7965,16.8051,16.88641,17.13803,16.4842
18.3986,17.4479,17.079,16.9558,16.9112,17.08754,17.37542,16.64489
17.0869,16.1341,15.8234,15.7273,15.7246,15.80884,16.0706,15.37887
17.8096,16.9547,16.6407,16.5325,16.5107,16.62968,16.89103,16.20892
15.5271,14.6884,14.4672,14.3729,14.3534,14.45167,14.70095,14.03369
17.271,16.3093,16.0388,15.9479,15.9464,16.02931,16.27642,15.61263
17.6086,16.634,16.2232,16.0681,15.9905,16.21959,16.54566,15.72403
17.3281,16.3598,16.0409,15.9046,15.8887,16.03211,16.31145,15.58375
17.6625,16.7551,16.5133,16.4406,16.4215,16.49932,16.73893,16.10459
17.7456,16.7385,16.403,16.2745,16.208,16.38655,16.68569,15.91893
17.5692,16.5896,16.2632,16.1728,16.1404,16.27665,16.53545,15.8346
17.0268,16.1186,15.7856,15.6849,15.6402,15.78735,16.06191,15.33555
17.3371,16.3973,16.0895,15.958,15.932,16.07771,16.35387,15.63758
17.6172,16.6889,16.3766,16.2576,16.2201,16.36515,16.6342,15.92085
17.18383,16.25565,15.94382,15.81167,15.72577,15.94055,16.19905,15.45606
16.0039,15.0381,14.7207,14.5918,14.5867,14.70908,14.98419,14.25829
18.0436,17.1235,16.7907,16.7144,16.695,16.79572,17.05782,16.37623
17.766,16.9183,16.6684,16.5749,16.5903,16.65898,16.89806,16.2589
17.607,16.6594,16.2491,16.1414,16.0679,16.25818,16.5379,15.80242
17.8477,16.9264,16.6595,16.5513,16.5346,16.62611,16.8752,16.22016
17.4254,16.4589,16.0693,15.9232,15.8783,16.0669,16.38094,15.58469
18.2866,17.3748,17.0545,16.95,16.9209,17.05313,17.31237,16.61863
17.59414,16.7194,16.4462,16.3602,16.35486,16.45224,16.69122,16.04899
16.0348,15.0825,14.7693,14.6373,14.6279,14.76048,15.02448,14.32585
17.1478,16.1598,15.8247,15.7342,15.6978,15.83539,16.10518,15.40205
17.8676,16.8904,16.5167,16.4125,16.3866,16.51937,16.8077,16.06942
17.4392,16.5238,16.2032,16.1074,16.1018,16.19626,16.44575,15.78169
17.8808,17.0228,16.6469,16.5109,16.4689,16.63298,16.91314,16.16947
17.42,16.4918,16.1672,16.0371,16.0087,16.15511,16.41858,15.71398
17.5213,16.7106,16.4667,16.399,16.3791,16.44897,16.68,16.07581
17.4884,16.4981,16.1895,16.0688,15.9827,16.17642,16.45936,15.74208
17.25524,16.26085,15.90315,15.7558,15.6993,15.88512,16.16968,15.41893
17.2337,16.3505,16.0908,16.0,15.9886,16.06362,16.29188,15.6655
17.6858,16.7213,16.4097,16.3109,16.267,16.40681,16.68275,15.98075
17.9464,17.0348,16.7148,16.5695,16.5597,16.72045,16.98844,16.28072
18.1841,17.2111,16.8534,16.6595,16.6507,16.8357,17.1205,16.36975
16.5692,15.7034,15.4264,15.3454,15.3198,15.40669,15.65646,14.9995
16.8004,15.8086,15.4905,15.3557,15.348,15.47943,15.75673,15.03542
17.3449,16.4732,16.0842,15.9203,15.8843,16.05275,16.34003,15.5907
17.08,16.1276,15.734,15.5973,15.5739,15.74233,16.03324,15.27366
17.9512,16.9468,16.6314,16.5248,16.5106,16.63165,16.90036,16.19383
17.6117,16.7063,16.4799,16.3659,16.364,16.45864,16.70897,16.05769
17.0929,16.1869,15.8391,15.718,15.7299,15.86145,16.14336,15.40781
17.3332,16.3754,16.0729,15.9477,15.8882,16.05647,16.32549,15.61286
17.72015,16.74584,16.40431,16.28724,16.25057,16.41035,16.69287,15.96215
16.0619,15.0909,14.8113,14.7191,14.6991,14.7896,15.0442,14.37234
16.4429,15.4657,15.1446,15.0335,15.0094,15.14617,15.41563,14.70501
17.4978,16.5011,16.098,15.9247,15.8689,16.10027,16.42037,15.60019
16.72253,15.884,15.5468,15.48109,15.42196,15.56426,15.82019,15.13359
16.5657,15.6538,15.2859,15.0998,15.0636,15.27285,15.59213,14.77135
16.6948,15.7912,15.4257,15.2393,15.2139,15.40465,15.70083,14.93043
17.6443,16.7095,16.3966,16.2717,16.2404,16.38395,16.65846,15.94271
15.9637,15.1121,14.8337,14.7558,14.7408,14.81315,15.04841,14.41365
18.35776,17.24479,16.85038,16.71406,16.67545,16.86265,17.16244,16.3834
16.527,15.6106,15.2855,15.1846,15.1687,15.29198,15.56441,14.85692
18.0416,17.1983,16.9103,16.8088,16.8158,16.89873,17.16467,16.48028
16.6176,15.5768,15.1259,14.9432,14.8459,15.13296,15.48485,14.60698
18.0551,17.1,16.7876,16.6578,16.605,16.77957,17.0612,16.33925
16.7933,15.8665,15.5042,15.3662,15.3139,15.51068,15.807,15.0408
17.1693,16.2673,16.0051,15.937,15.9429,16.00209,16.22926,15.62142
16.6914,15.7895,15.5619,15.4739,15.522,15.52684,15.741,15.15317
18.0795,17.0514,16.6584,16.5047,16.46,16.66107,16.98014,16.18597
17.5782,16.6749,16.3149,16.1846,16.1672,16.33162,16.61277,15.87648
17.5511,16.5906,16.336,16.2489,16.2558,16.3407,16.58826,15.92998
17.6521,16.7426,16.4829,16.361,16.3172,16.47132,16.72492,16.04562
17.3136,16.4199,16.1731,16.0462,16.014,16.13636,16.38918,15.71729
17.79407,16.81357,16.48967,16.33608,16.32695,16.46389,16.7482,16.02204
16.3947,15.4989,15.2485,15.1826,15.2039,15.23569,15.4661,14.8493
16.0056,15.0341,14.7189,14.5959,14.5739,14.71399,14.98376,14.27432
17.3552,16.3661,16.0246,15.9104,15.8973,16.03592,16.32486,15.58867
17.5974,16.7341,16.4035,16.2747,16.2435,16.39856,16.67073,15.95462
17.6369,16.6902,16.3899,16.2611,16.2013,16.36628,16.63904,15.9197
16.8286,15.9082,15.6226,15.5257,15.4876,15.6122,15.87928,15.18591
16.0218,15.0482,14.7481,14.6144,14.5724,14.71715,14.9905,14.27365
16.3417,15.4223,15.0185,14.9533,14.9583,15.04866,15.34145,14.58526
18.3799,17.4118,17.088,16.9591,16.945,17.0846,17.37541,16.62547
17.0815,16.0998,15.7355,15.6164,15.5821,15.73178,16.03405,15.27038
16.9524,16.0664,15.8314,15.7388,15.7488,15.80703,16.03809,15.42354
18.3733,17.4465,17.0895,16.9268,16.9129,17.08066,17.38449,16.60124
17.5437,16.6495,16.3509,16.2678,16.3048,16.35475,16.59654,15.95184
17.4086,16.4458,16.1518,16.0534,16.0202,16.15078,16.4168,15.71803
17.2529,16.3618,16.0675,15.9824,15.9702,16.05974,16.32148,15.63455
17.1238,16.2062,15.9104,15.7859,15.8223,15.90535,16.16977,15.4761
18.0504,17.0779,16.6978,16.5582,16.5138,16.68801,16.98861,16.21701
16.5908,15.6431,15.322,15.2247,15.194,15.31648,15.58017,14.88447
16.8843,15.9222,15.5609,15.4183,15.3878,15.55272,15.83522,15.09783
17.197,16.2404,15.9791,15.8843,15.8587,15.95904,16.2093,15.5518
14.47113,13.08899,12.64161,12.49599,12.4573,12.64365,12.97381,12.15408
17.8011,16.839,16.5121,16.3826,16.3577,16.50811,16.77474,16.0691
18.2571,17.3249,16.9904,16.8511,16.7806,16.97819,17.27485,16.51717
17.874,16.8074,16.3259,16.1475,16.0436,16.33174,16.68341,15.8141
16.98014,15.93634,15.5744,15.42495,15.36523,15.55607,15.85672,15.07671
17.4648,16.4576,16.0712,15.9787,15.9675,16.08031,16.35485,15.63054
17.0187,16.1093,15.8972,15.8204,15.8433,15.86976,16.09607,15.48567
16.3741,15.3752,14.975,14.8087,14.7818,14.97345,15.29025,14.47792
18.3216,17.3509,16.9264,16.7224,16.6403,16.90265,17.25346,16.39384
16.3759,15.4407,15.0926,14.9324,14.9147,15.08212,15.37243,14.61972
17.1457,16.1595,15.7967,15.6639,15.6138,15.79394,16.08143,15.32443
16.9498,16.0684,15.7901,15.6615,15.6586,15.75086,16.00434,15.33197
18.6865,17.6784,17.3261,17.1851,17.1264,17.31786,17.62329,16.87351
18.48,17.5392,17.2207,17.0919,17.0296,17.19862,17.47426,16.76462
17.1292,16.1901,15.8822,15.7687,15.7502,15.86758,16.12572,15.43811
17.7581,16.8277,16.6027,16.5056,16.4958,16.56458,16.80644,16.17379
16.9429,15.9381,15.5758,15.4215,15.3869,15.56931,15.8726,15.09002
17.7765,16.818,16.4854,16.3351,16.2975,16.48256,16.77481,16.01454
16.1121,15.1944,14.8655,14.7208,14.6684,14.86037,15.15343,14.39373
16.8186,15.9038,15.5999,15.496,15.4865,15.58712,15.84519,15.16702
17.9146,16.9325,16.574,16.4371,16.4042,16.57034,16.84324,16.09146
17.7299,16.8089,16.501,16.3766,16.3285,16.49637,16.77269,16.06537
17.4765,16.5714,16.3172,16.2451,16.227,16.30209,16.53872,15.89946
17.9975,17.0443,16.6906,16.5528,16.5219,16.68259,16.96715,16.22508
18.1109,17.162,16.7579,16.6211,16.6115,16.75104,17.01551,16.30821
18.8137,17.6929,17.2129,17.0159,16.8951,17.19491,17.56386,16.65508
16.1056,15.1718,14.8505,14.7458,14.7702,14.86182,15.11573,14.44715
17.5778,16.7026,16.4459,16.3313,16.3126,16.42455,16.67089,16.02085
17.6217,16.645,16.2777,16.1324,16.0832,16.272,16.57023,15.79365
16.98014,15.93634,15.5744,15.42495,15.36523,15.55607,15.85672,15.07671
17.8667,16.8435,16.4952,16.3524,16.3152,16.48711,16.79001,16.01626
17.7028,16.7065,16.3942,16.2186,16.2161,16.36431,16.6429,15.90804
17.1645,16.1827,15.8917,15.7702,15.7582,15.87636,16.14521,15.43555
18.00367,16.99512,16.58077,16.39786,16.32537,16.56192,16.87819,16.06503
17.2758,16.3378,16.1313,16.0328,16.0531,16.09418,16.33578,15.69796
17.6231,16.6722,16.4194,16.3729,16.3961,16.40622,16.62606,16.04809
17.2054,16.2143,15.9127,15.8359,15.8205,15.92447,16.18776,15.49864
18.4094,17.4037,17.0376,16.8682,16.8372,17.02325,17.34095,16.55271
17.1563,16.1629,15.7993,15.644,15.6197,15.7992,16.09191,15.3281
18.0178,17.0834,16.7698,16.6599,16.6666,16.78363,17.05583,16.35684
16.8451,15.8582,15.5039,15.3871,15.349,15.49036,15.77169,15.04093
17.1439,16.1806,15.8611,15.7452,15.7115,15.86694,16.14685,15.42552
18.2692,17.3074,16.9593,16.8282,16.747,16.94839,17.24801,16.46869
17.0351,16.0598,15.7423,15.6424,15.5897,15.7543,16.03165,15.30675
18.0739,17.1947,16.9107,16.816,16.7888,16.90212,17.1642,16.48725
16.372,15.4003,15.0683,14.9642,14.9714,15.06544,15.33342,14.62711
17.6028,16.6519,16.3569,16.2344,16.2406,16.3534,16.61554,15.93055
16.9867,16.0285,15.6933,15.5473,15.4945,15.68407,15.9717,15.22431
18.0137,17.0681,16.7203,16.5917,16.5293,16.72916,17.01612,16.26407
17.9598,17.0728,16.7607,16.6667,16.5992,16.75134,17.02971,16.31112
16.7443,15.8331,15.5415,15.417,15.3705,15.51971,15.78369,15.08688
17.6393,16.7159,16.4446,16.3491,16.3196,16.44498,16.68835,16.02877
16.09256,15.17676,14.8828,14.78625,14.78729,14.89295,15.147,14.47153
17.2499,16.2735,15.927,15.7834,15.7355,15.91174,16.20444,15.44349
16.638,15.7184,15.4743,15.3844,15.3891,15.44815,15.67754,15.05643
17.9311,16.9399,16.5973,16.4595,16.4382,16.58076,16.86908,16.11549
16.8098,15.9802,15.6927,15.6292,15.5848,15.68957,15.92813,15.28567
18.1512,17.1752,16.8696,16.8119,16.776,16.88045,17.1326,16.46003
17.9001,16.8973,16.5508,16.4496,16.4201,16.56306,16.83616,16.14338
17.8333,16.8938,16.5358,16.3928,16.3248,16.54855,16.85243,16.07204
17.3376,16.3993,16.0623,15.936,15.8621,16.04593,16.32935,15.59435
16.5478,15.6371,15.3575,15.2868,15.2685,15.3421,15.59574,14.91649
17.4978,16.5151,16.1013,15.9087,15.8377,16.09673,16.418,15.58694
17.1139,16.099,15.7731,15.6088,15.5882,15.74848,16.03908,15.28383
17.0806,16.164,15.9541,15.8411,15.8366,15.9298,16.15795,15.54608
16.8055,15.8897,15.6113,15.4968,15.4799,15.60982,15.86061,15.18858
18.357,17.4221,17.0793,16.9348,16.9073,17.07032,17.36016,16.62293
17.5195,16.5587,16.2176,16.1189,16.0754,16.22536,16.49236,15.78562
17.2954,16.4063,15.9724,15.8174,15.7396,15.97565,16.29054,15.48108
17.4946,16.5419,16.2863,16.176,16.1501,16.26316,16.52408,15.83842
17.9,16.8969,16.4754,16.3191,16.2803,16.48445,16.80046,15.98943
16.7037,15.7457,15.455,15.3328,15.3253,15.42876,15.68848,15.00659
16.8782,15.971,15.7079,15.5873,15.5204,15.67114,15.92619,15.25276
18.0207,17.156,16.8096,16.73,16.76,16.82846,17.091,16.41038
18.2968,17.3798,17.0979,17.0045,16.9937,17.09852,17.34821,16.68744
17.0853,16.2551,15.953,15.8544,15.827,15.93616,16.1971,15.52107
17.9896,17.0735,16.7253,16.5955,16.548,16.72349,17.02822,16.25016
17.6301,16.6609,16.3837,16.2662,16.2017,16.34059,16.61755,15.9007
17.9496,16.9977,16.7356,16.6035,16.562,16.7067,16.97624,16.27989
18.5972,17.6127,17.1485,16.9659,16.9074,17.15202,17.49149,16.65489
17.2573,16.3695,16.0737,15.9961,15.933,16.09541,16.35995,15.66299
17.355,16.3952,16.0372,15.9002,15.8576,16.03771,16.3374,15.57106
16.2894,15.3657,15.076,14.9358,14.9652,15.07631,15.33884,14.64318
17.7112,16.8392,16.4959,16.3889,16.3746,16.49949,16.76569,16.06061
16.8324,15.8862,15.6248,15.572,15.5378,15.60805,15.84483,15.21549
16.4475,15.6152,15.3667,15.3013,15.2684,15.34855,15.58916,14.9467
17.8777,16.9451,16.6625,16.5357,16.4885,16.64476,16.89569,16.23292
16.479,15.5957,15.2727,15.1786,15.184,15.27866,15.52781,14.86111
18.0938,17.1002,16.7658,16.6209,16.5911,16.76009,17.06283,16.3101
17.0301,16.1523,15.8705,15.7368,15.6866,15.84181,16.11291,15.40001
16.97898,16.15883,15.85947,15.75563,15.72234,15.84454,16.10718,15.41208
18.1727,17.2253,16.8318,16.6956,16.6498,16.83852,17.13856,16.35892
15.8826,14.9492,14.6756,14.5964,14.5912,14.66969,14.91894,14.25529
17.6906,16.8018,16.5064,16.3879,16.3528,16.49554,16.76745,16.06368
17.0575,16.1169,15.7197,15.5904,15.5456,15.73835,16.04552,15.25767
18.5868,17.6879,17.3111,17.1552,17.1177,17.31209,17.60869,16.83801
16.147,15.1965,14.9358,14.8082,14.8178,14.91498,15.16758,14.49305
17.1702,16.1793,15.8751,15.7766,15.7562,15.86912,16.12662,15.4506
16.3646,15.4978,15.2,15.0684,15.0264,15.17502,15.44079,14.73188
17.2415,16.2893,15.9669,15.8601,15.8051,15.96054,16.2253,15.5306
17.5897,16.6233,16.2975,16.1659,16.1129,16.30518,16.5948,15.85264
17.7109,16.9014,16.5044,16.405,16.3923,16.51704,16.79424,16.08375
18.1664,17.2372,16.855,16.7088,16.6626,16.8518,17.16524,16.37922
16.891,16.018,15.8148,15.7513,15.7556,15.79714,16.01202,15.42615
17.2062,16.307,16.0447,15.9653,15.9609,16.04266,16.28715,15.63765
18.6642,17.6761,17.4003,17.2763,17.2468,17.37081,17.63731,16.94348
17.3771,16.3498,16.008,15.8582,15.8527,16.00073,16.28558,15.55667
17.7384,16.7952,16.4095,16.2752,16.2386,16.4215,16.72513,15.95143
17.2086,16.2224,15.8944,15.7783,15.7379,15.89788,16.17435,15.45054
17.1692,16.2362,15.9354,15.8334,15.7633,15.91938,16.1905,15.47811
18.1017,17.1186,16.6373,16.4371,16.3982,16.64999,16.99295,16.12488
17.5309,16.6259,16.2906,16.13,16.0826,16.27542,16.55639,15.81163
17.2939,16.3832,16.0611,15.9258,15.8879,16.03765,16.31134,15.58713
18.5027,17.6214,17.2972,17.1677,17.1456,17.28906,17.58496,16.84614
17.4897,16.6945,16.355,16.214,16.1699,16.32254,16.61407,15.87127
17.6853,16.7452,16.4459,16.3248,16.3034,16.4318,16.7008,15.99594
16.9883,16.1658,15.8351,15.7477,15.7388,15.82825,16.06176,15.43183
17.4514,16.5059,16.2087,16.1215,16.1173,16.20084,16.45063,15.78894
17.8514,16.9281,16.6636,16.5965,16.6028,16.65963,16.89513,16.28723
17.3415,16.5084,16.1999,16.0463,16.0204,16.16736,16.44336,15.7185
17.33477,16.37194,16.07937,15.98821,15.96949,16.07217,16.33932,15.64618
17.8216,16.9608,16.6747,16.5536,16.4907,16.6547,16.93015,16.21506
16.8443,15.9199,15.5833,15.4256,15.4001,15.5628,15.84591,15.10773
18.0801,17.1354,16.8598,16.7605,16.7513,16.85337,17.10396,16.43369
18.0988,17.1694,16.8322,16.7275,16.7017,16.83902,17.1248,16.40004
17.3819,16.5059,16.2793,16.226,16.2443,16.25847,16.47485,15.88554
18.0816,17.0977,16.7078,16.5699,16.5202,16.71942,17.02322,16.23699
17.6292,16.6029,16.1891,16.1005,15.9438,16.21158,16.53963,15.71226
17.8378,16.9777,16.7223,16.6156,16.6109,16.69228,16.92989,16.27988
17.2518,16.3359,16.0614,15.9608,16.0047,16.0544,16.29242,15.65088
17.4884,16.5634,16.2255,16.1064,16.0606,16.2183,16.50919,15.76305
16.1425,15.1722,14.8006,14.6505,14.6225,14.78437,15.07159,14.32529
17.9113,16.9466,16.707,16.599,16.5856,16.68473,16.93292,16.27687
16.5996,15.6616,15.3456,15.2178,15.177,15.32148,15.58789,14.88268
17.4657,16.5763,16.3182,16.2142,16.2319,16.32377,16.57603,15.91312
17.7944,16.8918,16.5675,16.4564,16.4444,16.5769,16.84081,16.16272
17.91789,16.66882,16.04266,15.71207,15.52119,15.81299,16.3598,15.09863
17.96,17.0815,16.8813,16.7872,16.7729,16.84677,17.07375,16.46224
18.5585,17.6715,17.3454,17.1839,17.1724,17.33718,17.6237,16.87997
17.3314,16.4422,16.0957,15.9723,15.9367,16.09289,16.37109,15.63936
16.8994,15.9506,15.602,15.5003,15.4915,15.61944,15.886,15.18849
16.67303,15.69628,15.41768,15.30291,15.23996,15.39382,15.67026,14.94334
16.5502,15.5408,15.2077,15.0878,15.07,15.20203,15.47799,14.75524
15.8288,14.8597,14.5716,14.4889,14.455,14.56536,14.82209,14.13826
17.6157,16.707,16.4314,16.3603,16.3786,16.43287,16.67889,16.02516
17.7333,16.7666,16.461,16.3686,16.3257,16.45791,16.71339,16.02355
17.86274,16.96571,16.53858,16.40552,16.33538,16.55598,16.87232,16.06107
17.8992,16.9299,16.5719,16.3614,16.3089,16.51215,16.82879,16.02826
17.6259,16.704,16.4907,16.3499,16.3832,16.45627,16.68731,16.05688
17.9091,17.0644,16.7254,16.5826,16.5557,16.70956,16.9902,16.25992
16.1453,15.1663,14.8512,14.7256,14.6637,14.83512,15.10964,14.39339
17.269,16.3353,16.0023,15.8851,15.8689,16.01665,16.28949,15.59182
17.5992,16.5907,16.24,16.1043,16.0902,16.23781,16.52155,15.79143
17.656,16.6707,16.2895,16.1704,16.1444,16.30758,16.60243,15.84783
17.3028,16.3533,16.0574,16.0007,16.0002,16.05171,16.27972,15.65995
17.431,16.4668,16.1169,15.9927,15.9562,16.12116,16.40938,15.66098
16.9895,16.0081,15.6415,15.4738,15.4665,15.63416,15.93697,15.15804
18.2572,17.3095,16.8828,16.7048,16.6259,16.88606,17.2151,16.37463
17.7303,16.8324,16.6217,16.5609,16.5742,16.60413,16.81601,16.23128
16.8007,15.8306,15.4848,15.3538,15.3278,15.48586,15.75574,15.02176
15.91082,14.93212,14.58055,14.46507,14.41822,14.57295,14.86077,14.1146
18.0559,17.0597,16.7376,16.5905,16.5671,16.71558,16.99316,16.27465
16.31658,15.31627,14.9334,14.82204,14.79135,14.95709,15.24467,14.49414
17.5029,16.5054,16.0857,15.9436,15.8399,16.09002,16.42126,15.58821
17.593,16.713,16.4129,16.2966,16.2622,16.40402,16.67212,15.97577
17.5824,16.6086,16.2708,16.1497,16.1029,16.26366,16.53875,15.81369
17.5552,16.5828,16.2049,16.0627,16.0458,16.21295,16.51396,15.73924
17.8055,16.8272,16.5214,16.4149,16.3859,16.52471,16.80006,16.08681
17.8482,16.9572,16.6422,16.5493,16.5511,16.62615,16.89094,16.20918
17.4775,16.5724,16.226,16.0031,15.9966,16.19242,16.48619,15.71159
17.5287,16.22019,15.75201,15.58675,15.54213,15.76683,16.11181,15.25424
17.8389,16.9089,16.5818,16.469,16.4275,16.58439,16.86769,16.12551
17.3127,16.3584,16.0786,15.9823,15.9426,16.05785,16.31248,15.63704
16.6691,15.7326,15.4533,15.3407,15.3102,15.44243,15.69868,15.02118
16.9163,15.9756,15.6538,15.5399,15.5276,15.6605,15.92971,15.22124
15.9133,15.1098,14.7305,14.669,14.6209,14.76188,15.02016,14.30213
17.81934,16.80092,16.41824,16.28426,16.22752,16.4193,16.73352,15.93568
18.2567,17.2711,16.8955,16.7371,16.7086,16.89072,17.19804,16.41832
16.8094,15.8782,15.6089,15.499,15.4929,15.60179,15.85847,15.18019
17.7456,16.9137,16.6132,16.4886,16.4526,16.59185,16.84953,16.16969
17.9279,17.0703,16.7116,16.5898,16.4786,16.68505,16.97254,16.22604
17.569,16.599,16.2539,16.1658,16.1347,16.26451,16.53508,15.82472
16.8115,15.9595,15.597,15.4325,15.4109,15.56934,15.86054,15.10062
16.4445,15.4511,15.0992,14.9892,14.9643,15.09641,15.38166,14.64528
